,model,mse,mae,mape,accuracy
0,LinearReg,0.0006212298331174792,0.014966542202671022,0.025062216736587,0.48732394366197185
1,svr,0.02402251004364396,0.11745840367151379,0.29193832798394254,0.5019718309859155
2,MLP,0.0013637985499769746,0.022774101863459347,0.036834796657472524,0.5019718309859155
3,LSTM,0.06443196510457389,0.11066471396801056,0.07561915296441671,0.4856338028169014
