,model,mse,mae,mape,accuracy
0,LinearReg,0.0004710782694428879,0.01448485878330776,0.02908425201661828,0.4743661971830986
1,svr,0.016891553784014537,0.11248230079594174,0.2406881923539872,0.5064788732394366
2,MLP,0.0012558541922834986,0.02338142979120414,0.04151652157644169,0.49690140845070424
3,LSTM,0.024335606995640694,0.03781099909706528,0.0459113973297918,0.48056338028169016
