,model,mse,mae,mape,accuracy
0,LinearReg,0.0002779803943610678,0.012263011022255141,32365363743.07812,0.49802816901408453
1,svr,0.005974443827412273,0.06121000547813255,336520080942.6727,0.4771830985915493
2,MLP,0.0004939951496212069,0.016608213034737387,86000387347.90085,0.48056338028169016
3,LSTM,0.0008060293362028682,0.022464707181921003,126055550978.44295,0.4895774647887324
