,model,RMSE,MAE,MAPE,DA,parameters
0,Naive,0.15220412826101032,0.12985957227386136,0.1261569302817167,0.5,
1,Linear Regression,0.10960466891562928,0.09177408510740091,0.08545006766659849,0.6111111111111112,
2,SVM,0.1106916804194062,0.09216852272746817,0.08849796231043566,0.6,
3,MLP,0.11758682274909844,0.08992229833052268,0.09540356237172637,0.6444444444444445,
4,LSTM,0.5716974023044376,0.4347610870186891,0.4308913185972253,0.4888888888888889,
