,model,RMSE,MAE,MAPE,DA
0,Linear Regression,36.62500253950247,30.66681495754943,0.07092068280170748,0.8181818181818182
1,SVM,36.98823340804279,30.798618456246732,0.07309408040804935,0.7954545454545454
2,MLP,39.29228311535593,30.048030228059584,0.07746150001196467,0.8863636363636364
3,LSTM,191.0358337931726,145.27780706232244,0.35394461154984364,0.5681818181818182
