,model,mse,mae,mape,accuracy
0,LinearReg,0.006060989826288781,0.004513653564310169,0.00397861547103292,0.49352112676056337
1,svr,0.030622280213671325,0.024251342744599832,0.021216204370843362,0.4659154929577465
2,MLP,0.013217175194816702,0.009882544953848155,0.008678293317313741,0.49014084507042255
3,LSTM,0.014100490487418448,0.010860595690229354,0.009451765690570392,0.5019718309859155
