,model,RMSE,MAE,MAPE,DA,parameters
0,Naive,0.014830655917718295,0.011255070862421038,0.04869578045449302,0.5140939597315436,
1,Linear Regression,0.01495149419503028,0.011389867839108647,0.04937281026037493,0.5154362416107383,
2,SVM,0.04254963414370912,0.03547049503032005,0.13130432397650585,0.5154362416107383,
3,MLP,0.036267955218679516,0.030733425406460544,0.14935771008204507,0.5174496644295302,
4,LSTM,0.017144198320194728,0.013403977885852538,0.05902444849869675,0.5134228187919463,
