,model,mse,mae,mape,accuracy
0,LinearReg,0.00236975264409783,0.026551335082091166,0.12740944598574946,0.4856338028169014
1,svr,0.02337817151410108,0.11914519213189924,0.8921521920148753,0.5064788732394366
2,MLP,0.0016660240830438655,0.03035645707258849,0.20496205217931904,0.5008450704225352
3,LSTM,0.022493849338887498,0.12421897461305355,0.7144559397116346,0.5222535211267606
