,model,RMSE,MAE,MAPE,DA
0,Linear Regression,1.800871431562432,1.1324911884087159,0.3861567938709559,0.524
1,SVM,3.990411678868899,2.895281341846361,0.6229193660093825,0.534
2,MLP,2.8359096013180283,2.08185273815743,0.5042428386104302,0.502
3,LSTM,2.053173495549567,1.285895603942871,0.4815713831096236,0.516
