,model,mse,mae,mape,accuracy
0,LinearReg,1.6508202075250147,1.036717752621825,0.01773299436619703,0.4856338028169014
1,svr,9.534773958959635,7.180907485024048,0.14565286351662574,0.5025352112676056
2,MLP,2.863668441585456,1.9563202433830367,0.03490859619635298,0.47774647887323946
3,LSTM,9.862652065645177,5.00461766575792,0.046511398569930945,0.49126760563380284
