,model,mse,mae,mape,accuracy
0,LinearReg,0.0006120009186505668,0.016042322189519214,0.03811663306837986,0.4771830985915493
1,svr,0.019430971067048712,0.11950367340110735,0.27278742094335007,0.5109859154929578
2,MLP,0.0017953933812557025,0.029189823649192113,0.06431089403091844,0.4895774647887324
3,LSTM,0.0035660726534967597,0.0293419283030688,0.047537796961148016,0.4771830985915493
