,model,RMSE,MAE,MAPE,DA
0,Linear Regression,49.57767118246531,34.039489127308094,0.010047965189167979,0.476
1,SVM,243.4897327983955,224.66503460373258,0.058498619502775406,0.51
2,MLP,98.8876578520243,81.2384818933625,0.022056680634401575,0.49
3,LSTM,77.36860529091322,61.89431396484375,0.017437374790904906,0.462
