,model,RMSE,MAE,MAPE,DA,parameters
0,Naive,0.03531932137165552,0.023950632781757946,0.024034497746167793,0.3194630872483222,
1,Linear Regression,0.03503003881202789,0.02405124316716463,0.024013681348315448,0.3268456375838926,
2,SVM,0.17204226392293312,0.15874131830253896,0.1176524962619302,0.338255033557047,
3,MLP,0.06987094008183489,0.057400581872454205,0.048069414746865505,0.3315436241610738,
4,LSTM,0.054666284346861035,0.043732632386468344,0.038783870093814496,0.3221476510067114,
