,model,RMSE,MAE,MAPE,DA,parameters
0,Naive,0.022646758401872254,0.014107332613734222,0.1282146517533659,0.4476510067114094,
1,Linear Regression,0.022920175864451605,0.01441352044812517,0.1302910733099413,0.45369127516778524,
2,SVM,0.05078704445429814,0.036849025626782224,0.40587932748264904,0.4590604026845638,
3,MLP,0.03609338549032487,0.02649630064988024,0.1407111956670168,0.4476510067114094,
4,LSTM,0.026131293294939954,0.01636594184971638,0.13357194337590644,0.45369127516778524,
