,model,mse,mae,mape,accuracy
0,LinearReg,0.0008450968001710182,0.01825635144927628,0.033482875933889995,0.4856338028169014
1,svr,0.028192118219669958,0.12645406181171032,0.2990329039411091,0.5025352112676056
2,MLP,0.002543035199521339,0.0344503311727919,0.06539464098626555,0.47774647887323946
3,LSTM,0.030164374862198935,0.08813011906497362,0.06615593472025633,0.49126760563380284
