,model,RMSE,MAE,MAPE,DA,parameters
0,Naive,0.15990044422866084,0.13503971756398944,0.13353598625149446,0.5294117647058824,
1,Linear Regression,0.04454694350706746,0.03419377565624122,0.03481933371011013,0.6941176470588235,
2,SVM,0.10561814509511028,0.08463419943794466,0.09044703822973776,0.6,
3,MLP,0.052477069426157257,0.04144914951346279,0.04168112185813302,0.6823529411764706,
4,LSTM,0.30623287268897503,0.26884632341719333,0.2901208177897694,0.5411764705882353,
