,model,RMSE,MAE,MAPE,DA
0,Linear Regression,13.765005543683838,10.565876677778535,0.025727422643957196,0.9090909090909091
1,SVM,32.63600683438907,26.151967626324893,0.06593699554026716,0.7272727272727273
2,MLP,16.215414452682584,12.807787199659991,0.030858461983494,0.8863636363636364
3,LSTM,94.62594963241588,83.07350574840198,0.2110642087036405,0.6136363636363636
