,model,mse,mae,mape,accuracy
0,LinearReg,0.0020041038763637586,0.025174395411782718,0.03253737565408553,0.49746478873239436
1,svr,0.022531651757211793,0.11740179239484921,0.267349135385475,0.49464788732394366
2,MLP,0.0010454269184208599,0.0207749700595945,0.03217992585424824,0.49464788732394366
3,LSTM,0.03415015006680856,0.09821652709119913,0.07374348799142184,0.48845070422535214
