,model,RMSE,MAE,MAPE,DA
0,Linear Regression,67.09697967346386,45.205943380021246,0.013322420925759365,0.474
1,SVM,161.80811227102996,145.00866302065504,0.03836239301553125,0.508
2,MLP,87.78652099069005,63.183342451657346,0.017733656011665076,0.486
3,LSTM,74.97040269196988,54.0039111328125,0.014985307509610619,0.45
