,model,mse,mae,mape,accuracy
0,LinearReg,67.74184234820832,35.54990875224103,0.012731630797960053,0.4687323943661972
1,svr,213.01606849435137,179.72896189016112,0.0678555665304475,0.49126760563380284
2,MLP,52.348352170610404,34.519033359836705,0.011623572619510915,0.4811267605633803
3,LSTM,392.57581006400113,212.58915749828031,0.05851212020596143,0.4687323943661972
