,model,RMSE,MAE,MAPE,DA
0,Linear Regression,2.959718905259022,2.1954137994800385,0.02023358761153698,0.462
1,SVM,9.43951127272536,8.220108834163431,0.06703847126983592,0.516
2,MLP,4.720350539596867,3.8198512719059208,0.0316277901194676,0.476
3,LSTM,3.876081963222749,2.924118309020996,0.024491717304587303,0.468
