,model,mse,mae,mape,accuracy
0,LinearReg,0.008375097943952865,0.006132718797797057,0.005426650256621557,0.5053521126760563
1,svr,0.03043227473568802,0.023832418090215066,0.020792409959205373,0.47774647887323946
2,MLP,0.008889024090445945,0.006478681968374749,0.005709342639102768,0.5030985915492958
3,LSTM,0.046862291170607466,0.03915318761803011,0.034003291469418405,0.4771830985915493
