,model,RMSE,MAE,MAPE,DA,parameters
0,Naive,0.3363972248358409,0.28369786746399145,2.2269351599268408,0.5666666666666667,
1,Linear Regression,0.1496364077261853,0.11581351588895078,1.569832391958839,0.7,
2,SVM,0.2074198334784449,0.15971821660666974,2.228014220716555,0.6777777777777778,
3,MLP,0.113941627740724,0.08972329161269715,1.0280703196922403,0.7,
4,LSTM,0.1555551056354924,0.10920768705864227,0.7661177115296763,0.7666666666666667,
