,model,RMSE,MAE,MAPE,DA
0,Linear Regression,2.4807220652806623,1.841244690287389,0.016748456483203635,0.466
1,SVM,10.83035446635081,9.56498289404073,0.07756260912015682,0.508
2,MLP,4.739859469474638,3.674014948359648,0.029478932927334493,0.472
3,LSTM,4.785353925380817,3.13315576171875,0.026669501990859927,0.48
