,model,mse,mae,mape,accuracy
0,LinearReg,0.0598239963971123,0.019945284705057922,0.017996894998947844,0.48619718309859156
1,svr,0.029256027830932486,0.023151917749310535,0.02021094535397745,0.47267605633802817
2,MLP,0.007285502533550807,0.00545582130583544,0.004807793731217036,0.48450704225352115
3,LSTM,0.007090012666603631,0.0054954821397324,0.004808350720932402,0.49070422535211267
