,model,mse,mae,mape,accuracy
0,LinearReg,1.814227437327138,1.081887167866122,0.016761960211077287,0.49577464788732395
1,svr,9.21608909229692,7.134845990620326,0.14935457139709976,0.504225352112676
2,MLP,2.3346964454233317,1.372585669036813,0.020033071932797016,0.4867605633802817
3,LSTM,20.08614909725271,9.19769138136496,0.07923029866060083,0.49971830985915494
