,model,RMSE,MAE,MAPE,DA
0,Linear Regression,2.194078359851078,1.3210291409108355,0.37364245014710046,0.512
1,SVM,4.03807029454608,2.928938449375674,0.6290859414870649,0.528
2,MLP,2.2091263368894865,1.5277830983020515,0.38054215593822516,0.502
3,LSTM,2.2503373054682116,1.3809920204162596,0.4351209732492835,0.512
