,model,RMSE,MAE,MAPE,DA
0,Linear Regression,67.20983995376407,44.36955832380081,0.013230743365517163,0.456
1,SVM,230.18057342203804,210.80000032828062,0.05482945230771032,0.514
2,MLP,114.22392831331597,93.9227598738733,0.024238775356463158,0.504
3,LSTM,92.1355208985374,65.7272333984375,0.017871414235014222,0.458
