,model,mse,mae,mape,accuracy
0,LinearReg,0.00039752908458685416,0.015139818885093864,0.1205368230387941,0.4923943661971831
1,svr,0.009830191762476407,0.08135239736366685,0.7349503423983186,0.47943661971830986
2,MLP,0.0005771044470946604,0.017519262991132923,0.1263586822859724,0.4715492957746479
3,LSTM,0.008533730379526601,0.07473260343045224,0.6814776663973579,0.47492957746478875
