,model,RMSE,MAE,MAPE,DA
0,Linear Regression,0.005788235312862414,0.004469689695047103,0.0038475030563158773,0.492
1,SVM,0.012367424425254741,0.01005345033731676,0.008597901456061709,0.502
2,MLP,0.008629006955759374,0.0072124694008575555,0.006197561238392297,0.524
3,LSTM,0.005496610263100961,0.0042605206966400185,0.0036651378767585292,0.496
