,model,mse,mae,mape,accuracy
0,LinearReg,0.0010610076919679746,0.01942448464359686,0.03140823236965905,0.49577464788732395
1,svr,0.02737968201295689,0.12810088750066684,0.31768000647892275,0.504225352112676
2,MLP,0.0017570977201775875,0.02464376142182504,0.036909940362536295,0.4867605633802817
3,LSTM,0.13005541380158328,0.1651377521615777,0.10417714758918614,0.49971830985915494
