,model,RMSE,MAE,MAPE,DA
0,Linear Regression,1.9640006534633077,1.1942357510128092,0.3779679281785233,0.52
1,SVM,3.844827384619735,2.755815096520939,0.6098489888678846,0.528
2,MLP,3.7243982087675627,2.7758541162708386,0.6163823357360169,0.506
3,LSTM,3.2016929420252125,1.6680613887786864,0.6043004163023825,0.52
