,model,mse,mae,mape,accuracy
0,LinearReg,0.0005991494717289794,0.016596193557724646,0.09276824597677931,0.48507042253521127
1,svr,0.028130014272071558,0.14325886721074854,1.0031870177352533,0.49859154929577465
2,MLP,0.004209242614763978,0.03690587749971815,0.1974448736218698,0.5047887323943662
3,LSTM,0.0584706979854292,0.2021703310250763,1.2088962968954273,0.48225352112676056
