,model,mse,mae,mape,accuracy
0,LinearReg,0.006127742573217611,0.004623652119936527,0.00407254838885343,0.49352112676056337
1,svr,0.031010658658307173,0.024844123853960277,0.02168780463115873,0.4754929577464789
2,MLP,0.008392732344448957,0.00632002942409418,0.0055663943569204035,0.4811267605633803
3,LSTM,0.02517854641313124,0.019338073474152208,0.01666220339290934,0.4811267605633803
