,model,mse,mae,mape,accuracy
0,LinearReg,0.0006079610594223758,0.015497602169256596,0.03296408170742064,0.47098591549295776
1,svr,0.019220928394533113,0.12031355426767752,0.25466277090695494,0.49183098591549296
2,MLP,0.00115687223518619,0.02186660256476766,0.041649352071525585,0.49746478873239436
3,LSTM,0.04507124989595526,0.09732907126095905,0.08554288956398898,0.47380281690140846
