,model,RMSE,MAE,MAPE,DA,parameters
0,Naive,0.013719049144590986,0.01040035410495397,0.03726708650835295,0.5046979865771812,
1,Linear Regression,0.013790894861360066,0.010440286058761707,0.03728533553841716,0.5060402684563758,
2,SVM,0.035474414176424836,0.029387801939642754,0.09355743337163744,0.5053691275167785,
3,MLP,0.02229637004867415,0.017468705722552883,0.06460181765716849,0.5046979865771812,
4,LSTM,0.015353433745872275,0.012039759264370347,0.04347216201567818,0.5046979865771812,
