,model,RMSE,MAE,MAPE,DA
0,Linear Regression,0.004882262455996308,0.003696077532819873,0.003186825443505477,0.508
1,SVM,0.01255867746242405,0.01040389064789255,0.008878634755162623,0.506
2,MLP,0.00789337686118121,0.006184283685827243,0.005356894820537985,0.504
3,LSTM,0.005435433707494163,0.004262325286865235,0.0036788619650660343,0.504
