,model,mse,mae,mape,accuracy
0,LinearReg,0.0007652257427840682,0.01927639352673661,163990743788.97028,0.4856338028169014
1,svr,0.005297729333866359,0.0534512451885849,266770607178.92917,0.4952112676056338
2,MLP,0.006202661421808801,0.04169114858020805,109309534468.30714,0.49070422535211267
3,LSTM,0.006164319294427398,0.047619773477265745,94778661495.20757,0.48788732394366197
