,model,RMSE,MAE,MAPE,DA
0,Linear Regression,2.4276402457371398,1.7907165980778876,0.016276439743659138,0.462
1,SVM,11.737673164696908,10.466295766873863,0.08487697575930525,0.508
2,MLP,4.828906334008822,3.6980095625987657,0.030997046223302238,0.47
3,LSTM,9.553645644310063,7.203624671936035,0.05652726283061358,0.434
