,model,RMSE,MAE,MAPE,DA
0,Linear Regression,1.765816704362127,1.1119809565198764,0.3908515669130294,0.516
1,SVM,3.789934277024829,2.70251627069864,0.6044763963690855,0.528
2,MLP,2.5918304609444647,1.6844757097543024,0.5209466009599144,0.484
3,LSTM,2.5279820882306687,1.438724741744995,0.5537330477048585,0.512
