,model,RMSE,MAE,MAPE,DA,parameters
0,Naive,0.042503116199715876,0.03137649616069145,0.020054667036977662,0.45503355704697984,
1,Linear Regression,0.04241292616048264,0.031285331911098904,0.01989753961685213,0.4577181208053691,
2,SVM,0.20506706712592232,0.18285502982317037,0.10070773754915402,0.47315436241610737,
3,MLP,0.08436507350701561,0.06460735143713009,0.037300699584541464,0.4604026845637584,
4,LSTM,0.16691028509396133,0.12585343423632156,0.06656797364054395,0.4483221476510067,
