,model,RMSE,MAE,MAPE,DA,parameters
0,Naive,0.03295413316950685,0.022325929713509704,0.022903037830040007,0.4483221476510067,
1,Linear Regression,0.03237631760528341,0.022169527632098212,0.022634095641245872,0.45503355704697984,
2,SVM,0.11918434194101583,0.11061606281553006,0.08928721620686435,0.4704697986577181,
3,MLP,0.04026532736813045,0.0266205088754165,0.027080020238760317,0.47114093959731546,
4,LSTM,0.1746159798625659,0.13739374835941123,0.09391929660972095,0.45302013422818793,
