,model,mse,mae,mape,accuracy
0,LinearReg,0.0003864117963177548,0.013986835710140947,47270946671.62363,0.49577464788732395
1,svr,0.02031563590549665,0.10954107573529126,471780806625.48016,0.5154929577464789
2,MLP,0.002180053867675091,0.034232842418198364,204755636869.6636,0.49183098591549296
3,LSTM,0.01034369694216135,0.0700015402356267,9966706019.155226,0.5104225352112676
