,model,mse,mae,mape,accuracy
0,LinearReg,0.0004710782694428879,0.01448485878330776,0.02908425201661828,0.4743661971830986
1,svr,0.018832357645439137,0.11902983879900181,0.24918466758370286,0.512112676056338
2,MLP,0.0014079294531117502,0.02650883310428214,0.05400344042085765,0.4715492957746479
3,LSTM,0.002917725334164535,0.02898548506042156,0.040367072964366243,0.47943661971830986
