,model,mse,mae,mape,accuracy
0,LinearReg,0.0002779803943610678,0.012263011022255141,32365363743.07812,0.49802816901408453
1,svr,0.007045150825743915,0.06652841138101241,376292531532.35626,0.47267605633802817
2,MLP,0.001806861593352744,0.03144853666656582,33054558019.002136,0.4828169014084507
3,LSTM,0.0005642345032327359,0.017681392286091994,57467654875.60407,0.49577464788732395
