,model,RMSE,MAE,MAPE,DA
0,Linear Regression,0.006382728493622152,0.004954905237781017,0.004266598970318396,0.498
1,SVM,0.011271815686221244,0.008674300825465784,0.007530163576443381,0.502
2,MLP,0.007659843127754667,0.006112804960346508,0.005266998128481244,0.514
3,LSTM,0.0061838729921242525,0.004778439998626709,0.0041248584809621255,0.52
